Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
08/12/2016,"39 GRANGE COURT, POLLERTON, CARLOW",Carlow,,"€137,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2016,"THE LAKE, CROMANE UPPER, KILLORGLIN",Kerry,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2016,"7 TASSAGARD DR, COLDWATER LAKES, SAGGART",Dublin,,"€615,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"102 ST PETERS PARK, GREENCASTLE, LIFFORD",Donegal,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2016,"23 BRAMBLEFIELD CRESCENT, BLANCHARDSTOWN, DUBLIN",Dublin,,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"27 WOODLANDS PARK, COILL DUBH, KILDARE",Kildare,,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2016,"3 AN CLOCHAR, CONVENT RD, DONERAILE",Cork,,"€50,152.49",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
08/06/2016,"4 CLUAIN LIA, BALLYCASEY, SHANNON",Clare,,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"10 MOAT, BALLA, MAYO",Mayo,,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2016,"48 SILVER HILL, HERONS WOOD, CARRIGALINE",Cork,,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"18 COLTHURST CRESCENT, LUCAN, DUBLIN",Dublin,,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2016,"BUNCOILLE, LOWER STRAND ROAD, MONKSTOWN",Cork,,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2016,"DAROGUE, BALLYMAHON, CO LONGFORD",Longford,,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
