County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonth,Region
Dublin,336000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Kerry,195000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,190000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Kildare,392000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Wexford,105000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Cork,271000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,315000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN_OTHER
Cavan,70000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN18
Dublin,377000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN1
Offaly,75000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Donegal,221471.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Limerick,130000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Westmeath,337000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Kerry,135000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Galway,269000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Kildare,90000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Mayo,144000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN_OTHER
Dublin,560000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN18
Cavan,77500.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Wicklow,259000.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Dublin,154185.02,No,Yes,New Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Dublin,145000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,DUBLIN_OTHER
Wicklow,315000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Clare,110000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Laois,69000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,440000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN16
Dublin,483000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN16
Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN22
Westmeath,135000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN14
Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN12
Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Cavan,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Cork,520000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Dublin,325110.13,No,Yes,New Dwelling house /Apartment,2017,5,DUBLIN16
Kildare,235682.81,No,Yes,New Dwelling house /Apartment,2017,11,NON_DUBLIN
Wicklow,387665.0,No,Yes,New Dwelling house /Apartment,2017,11,NON_DUBLIN
Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN_OTHER
Cork,292500.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,675500.0,No,Yes,New Dwelling house /Apartment,2017,3,DUBLIN3
Dublin,390500.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,DUBLIN15
Dublin,65000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN_OTHER
Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN16
Donegal,140000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Kildare,405000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN22
Dublin,433000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN14
Kildare,348017.62,No,Yes,New Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN15
Cork,220500.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Meath,237885.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Meath,240000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Galway,190000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Meath,210000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Meath,270000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Kerry,80000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Dublin,182934.64,No,Yes,New Dwelling house /Apartment,2017,7,DUBLIN_OTHER
Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,DUBLIN5
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN4
Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Louth,100000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Carlow,162462.56,Yes,Yes,New Dwelling house /Apartment,2017,2,NON_DUBLIN
Kildare,30000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Wicklow,275000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Wexford,155000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Meath,264317.18,No,Yes,New Dwelling house /Apartment,2017,4,NON_DUBLIN
Leitrim,95000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,167000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Wexford,205000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Cork,90859.0,No,Yes,New Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Meath,165000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Clare,155000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Sligo,230000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN6
Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN15
Westmeath,235000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Donegal,59000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN6
Dublin,385000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN1
Wicklow,270039.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Galway,34000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN17
Dublin,452000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN16
Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Galway,180000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Limerick,40000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Laois,130000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Laois,110000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN_OTHER
Dublin,277533.0,No,Yes,New Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Dublin,383259.91,No,Yes,New Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Cork,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Clare,30000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Dublin,341000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN14
Westmeath,75000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Leitrim,70000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,256000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN12
Limerick,68000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Kerry,178000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN7
Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN18
Meath,206712.98,No,Yes,New Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,497000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN_OTHER
Tipperary,120000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Longford,40000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Galway,146000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Westmeath,156000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,397500.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN15
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN_OTHER
Cork,145000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Meath,264316.0,No,Yes,New Dwelling house /Apartment,2017,11,NON_DUBLIN
Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN22
Limerick,100000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Dublin,273128.0,No,Yes,New Dwelling house /Apartment,2017,5,DUBLIN_OTHER
Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN3
Wexford,148000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,196666.0,No,Yes,New Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,DUBLIN3
Galway,30000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Louth,454125.0,No,Yes,New Dwelling house /Apartment,2017,9,NON_DUBLIN
Kerry,342000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Sligo,126000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,167500.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Galway,73000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Kerry,66079.3,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Wexford,415525.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Carlow,140000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,137753.3,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN_OTHER
Waterford,202642.0,No,Yes,New Dwelling house /Apartment,2017,2,NON_DUBLIN
Cork,372000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,DUBLIN_OTHER
Clare,335000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Kildare,350000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Roscommon,45000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Tipperary,145374.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN6
Wexford,172500.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Dublin,157000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,DUBLIN_OTHER
Cork,50000.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Meath,134000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,625000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN4
Kildare,231896.91,No,Yes,New Dwelling house /Apartment,2017,12,NON_DUBLIN
Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,675500.0,No,Yes,New Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN11
Westmeath,133500.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Dublin,272000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,DUBLIN15
Dublin,229000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN16
Kildare,78000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Mayo,185000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,163000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Dublin,246696.0,No,Yes,New Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Tipperary,36000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN_OTHER
Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN11
Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN7
Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN15
Wicklow,310000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,DUBLIN6
Dublin,372000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Louth,120000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Tipperary,73000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Donegal,166000.0,No,Yes,New Dwelling house /Apartment,2017,3,NON_DUBLIN
Galway,250000.0,No,Yes,New Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,230000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN1
Waterford,123000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Tipperary,160000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cavan,142000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,251101.3,No,Yes,New Dwelling house /Apartment,2017,9,DUBLIN_OTHER
Cork,265000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Kerry,39500.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Kerry,380000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Galway,268721.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Dublin,308370.04,No,Yes,New Dwelling house /Apartment,2017,4,DUBLIN_OTHER
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,612334.18,No,Yes,New Dwelling house /Apartment,2017,6,DUBLIN_OTHER
Waterford,60000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Cork,130000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Roscommon,115000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Cork,165200.0,No,Yes,New Dwelling house /Apartment,2017,5,NON_DUBLIN
Louth,280000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,171000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,DUBLIN7
Donegal,115000.0,No,Yes,New Dwelling house /Apartment,2017,3,NON_DUBLIN
Dublin,251101.32,No,Yes,New Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Roscommon,48000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,277533.0,No,Yes,New Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Limerick,158546.25,No,Yes,New Dwelling house /Apartment,2017,6,NON_DUBLIN
Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN_OTHER
Sligo,185000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Wicklow,555000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Wicklow,332000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,640000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,DUBLIN6
Cork,186000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Wicklow,208000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Galway,101000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,110000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Kilkenny,300000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Dublin,165000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN1
Kildare,277533.04,No,Yes,New Dwelling house /Apartment,2017,10,NON_DUBLIN
Westmeath,92000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Donegal,147559.47,No,Yes,New Dwelling house /Apartment,2017,11,NON_DUBLIN
Waterford,270000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Dublin,222000.0,No,Yes,New Dwelling house /Apartment,2017,1,DUBLIN_OTHER
Donegal,94500.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,316000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,DUBLIN4
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN_OTHER
Dublin,44208.55,Yes,No,Second-Hand Dwelling house /Apartment,2017,5,DUBLIN3
Cork,490000.0,No,No,Second-Hand Dwelling house /Apartment,2017,6,NON_DUBLIN
Kilkenny,230000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Cork,155000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Westmeath,315000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Waterford,308000.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Galway,246250.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
Dublin,459000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,DUBLIN1
Galway,445000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Meath,180000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Kerry,131000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,162000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,DUBLIN24
Dublin,251101.32,No,Yes,New Dwelling house /Apartment,2017,6,DUBLIN_OTHER
Dublin,241000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Dublin,302095.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Meath,125000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,321956.0,No,Yes,New Dwelling house /Apartment,2017,11,DUBLIN_OTHER
Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cavan,80000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Cork,98450.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Dublin,363000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,DUBLIN4
Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Offaly,110000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN4
Clare,90000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Kilkenny,300000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Cork,46000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Kildare,325991.19,No,Yes,New Dwelling house /Apartment,2017,3,NON_DUBLIN
Laois,69000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Kilkenny,240000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,DUBLIN_OTHER
Kerry,100000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,DUBLIN8
Cork,312000.0,No,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Kildare,189427.32,No,Yes,New Dwelling house /Apartment,2017,10,NON_DUBLIN
Kildare,195000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Laois,115500.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Dublin,350000.0,No,No,New Dwelling house /Apartment,2017,2,DUBLIN_OTHER
Kerry,155000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Tipperary,170000.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Clare,139500.0,No,No,Second-Hand Dwelling house /Apartment,2017,8,NON_DUBLIN
Tipperary,226000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,30000.0,No,No,Second-Hand Dwelling house /Apartment,2017,5,NON_DUBLIN
Meath,95000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,2,NON_DUBLIN
Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,60000.0,Yes,No,Second-Hand Dwelling house /Apartment,2017,9,NON_DUBLIN
Cork,166000.0,No,No,Second-Hand Dwelling house /Apartment,2017,7,NON_DUBLIN
Louth,295000.0,No,No,Second-Hand Dwelling house /Apartment,2017,10,NON_DUBLIN
Cork,440000.0,No,No,Second-Hand Dwelling house /Apartment,2017,11,NON_DUBLIN
Laois,63000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,DUBLIN_OTHER
Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,2017,3,NON_DUBLIN
Mayo,105000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Tipperary,54000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Limerick,100000.0,No,No,Second-Hand Dwelling house /Apartment,2017,12,NON_DUBLIN
Kerry,42000.0,No,No,Second-Hand Dwelling house /Apartment,2017,4,NON_DUBLIN
Limerick,58300.0,No,No,Second-Hand Dwelling house /Apartment,2017,1,NON_DUBLIN
