County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonth,Region
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN18
Dublin,303965.0,No,Yes,New Dwelling house /Apartment,2022,5,DUBLIN_OTHER
Dublin,192000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,DUBLIN12
Monaghan,20000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Waterford,115000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN7
Tipperary,155000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Kildare,484580.0,No,Yes,New Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,425000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Roscommon,45000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Kildare,266183.75,Yes,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Limerick,210000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Kildare,361233.0,No,Yes,New Dwelling house /Apartment,2022,6,NON_DUBLIN
Wicklow,585000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN4
Dublin,496000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN15
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Roscommon,125000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Meath,396475.77,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Meath,160000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,DUBLIN13
Limerick,180000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Dublin,456100.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Dublin,345763.76,Yes,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN_OTHER
Monaghan,30000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,440527.0,No,Yes,New Dwelling house /Apartment,2022,11,DUBLIN_OTHER
Cavan,175000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Louth,225000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Dublin,252050.0,No,Yes,New Dwelling house /Apartment,2022,2,DUBLIN_OTHER
Cork,575000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Cork,350000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,140000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN8
Carlow,135500.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Roscommon,55000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Waterford,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Dublin,594713.66,No,Yes,New Dwelling house /Apartment,2022,11,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,DUBLIN3
Wicklow,510000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Kildare,237005.0,No,Yes,New Dwelling house /Apartment,2022,2,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN7
Dublin,245000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN11
Donegal,191000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Louth,175000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Westmeath,135000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN_OTHER
Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN5
Clare,154700.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Kerry,180000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN24
Dublin,238000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,DUBLIN_OTHER
Wexford,247000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Sligo,450000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Wexford,165000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Louth,234361.0,No,Yes,New Dwelling house /Apartment,2022,3,NON_DUBLIN
Cork,579000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Meath,510000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Laois,100000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Meath,335000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Cork,421000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Wicklow,346696.0,No,Yes,New Dwelling house /Apartment,2022,3,NON_DUBLIN
Louth,144000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Limerick,85000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Cork,545000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN9
Dublin,465000.0,No,Yes,New Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Mayo,273127.0,No,Yes,New Dwelling house /Apartment,2022,10,NON_DUBLIN
Laois,95000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Waterford,246535.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Tipperary,565000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Waterford,68000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Waterford,240000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Wexford,170000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Westmeath,179250.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,309000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,DUBLIN_OTHER
Clare,378000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Mayo,81600.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,DUBLIN_OTHER
Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN15
Dublin,281500.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,DUBLIN17
Offaly,170000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Kerry,90000.0,No,No,New Dwelling house /Apartment,2022,7,NON_DUBLIN
Cavan,85000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,539823.0,No,Yes,New Dwelling house /Apartment,2022,7,DUBLIN_OTHER
Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN15
Carlow,153333.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,370044.0,No,Yes,New Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Dublin,522000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,DUBLIN15
Kildare,387665.2,No,Yes,New Dwelling house /Apartment,2022,10,NON_DUBLIN
Galway,265000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN_OTHER
Louth,188000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,303000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN13
Dublin,436122.0,No,Yes,New Dwelling house /Apartment,2022,11,DUBLIN_OTHER
Cork,380000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Waterford,197000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN14
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,DUBLIN13
Kildare,70000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Kildare,343546.26,No,Yes,New Dwelling house /Apartment,2022,9,NON_DUBLIN
Roscommon,325000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,458148.8,No,Yes,New Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Dublin,365638.77,No,Yes,New Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Cork,550000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Waterford,265000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Galway,75000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Kilkenny,200000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Donegal,300000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Wicklow,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Waterford,320000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Laois,235000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN_OTHER
Limerick,190000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN24
Mayo,245000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Louth,307500.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Dublin,132500.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN_OTHER
Limerick,572687.0,No,Yes,New Dwelling house /Apartment,2022,7,NON_DUBLIN
Cork,184000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Longford,230000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Wexford,600000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Wicklow,195000.0,No,No,New Dwelling house /Apartment,2022,6,NON_DUBLIN
Limerick,240000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Louth,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,225000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,5,DUBLIN_OTHER
Cavan,380000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Sligo,110000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,440485.0,No,Yes,New Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Limerick,165000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Sligo,40000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Kilkenny,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Offaly,247800.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Waterford,191000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Carlow,145000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Roscommon,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Longford,166000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Dublin,93000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN8
Galway,361233.48,No,Yes,New Dwelling house /Apartment,2022,4,NON_DUBLIN
Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Galway,320000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Wicklow,251101.31,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,DUBLIN7
Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN4
Kildare,500000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Meath,360000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Clare,130000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Dublin,485718.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN_OTHER
Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN11
Dublin,623000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN_OTHER
Wexford,225000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Sligo,210000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Galway,313550.0,No,Yes,New Dwelling house /Apartment,2022,9,NON_DUBLIN
Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN13
Wicklow,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,414000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,DUBLIN12
Kildare,396476.0,No,Yes,New Dwelling house /Apartment,2022,10,NON_DUBLIN
Galway,340000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Cork,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Galway,15000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Louth,400000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Kerry,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,304500.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN5
Cork,281696.03,No,Yes,New Dwelling house /Apartment,2022,9,NON_DUBLIN
Offaly,248000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Cork,405000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,436123.35,No,Yes,New Dwelling house /Apartment,2022,11,DUBLIN_OTHER
Dublin,431718.06,No,Yes,New Dwelling house /Apartment,2022,7,DUBLIN_OTHER
Dublin,136500.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,7,DUBLIN11
Leitrim,80000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,312000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,DUBLIN_OTHER
Dublin,338000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN7
Louth,175000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Laois,90000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN_OTHER
Waterford,150000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Limerick,295154.18,No,Yes,New Dwelling house /Apartment,2022,5,NON_DUBLIN
Westmeath,180000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Cork,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Kildare,348017.61,No,Yes,New Dwelling house /Apartment,2022,4,NON_DUBLIN
Tipperary,100000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN_OTHER
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,DUBLIN_OTHER
Cavan,72000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Meath,585903.0,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Cork,230837.0,No,Yes,New Dwelling house /Apartment,2022,9,NON_DUBLIN
Leitrim,230000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Westmeath,230000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Tipperary,260000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Meath,300000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Waterford,240000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Cork,290748.9,No,Yes,New Dwelling house /Apartment,2022,1,NON_DUBLIN
Wexford,219295.15,No,Yes,New Dwelling house /Apartment,2022,2,NON_DUBLIN
Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Meath,356828.0,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Dublin,635000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,DUBLIN20
Cork,271000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Donegal,149000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Louth,440000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Dublin,595000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,DUBLIN_OTHER
Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,DUBLIN12
Louth,145000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Kildare,366750.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Tipperary,65000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,DUBLIN4
Dublin,334000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,DUBLIN11
Roscommon,560000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,DUBLIN_OTHER
Westmeath,245000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Limerick,280000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Kilkenny,180000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Donegal,35000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,DUBLIN8
Waterford,279000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Wexford,264000.0,No,Yes,New Dwelling house /Apartment,2022,8,NON_DUBLIN
Limerick,463000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Westmeath,275000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Westmeath,50000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Cork,308370.0,No,Yes,New Dwelling house /Apartment,2022,6,NON_DUBLIN
Wexford,230000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Westmeath,335000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Kerry,280000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Meath,487000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Limerick,460000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,2022,9,NON_DUBLIN
Limerick,290749.0,No,Yes,New Dwelling house /Apartment,2022,7,NON_DUBLIN
Mayo,341000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Cork,385000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Offaly,115000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Kildare,374449.0,No,Yes,New Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN24
Kildare,281938.32,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,240000.0,Yes,Yes,New Dwelling house /Apartment,2022,2,DUBLIN15
Limerick,135000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Dublin,500000.0,No,Yes,New Dwelling house /Apartment,2022,3,DUBLIN_OTHER
Offaly,290748.9,No,Yes,New Dwelling house /Apartment,2022,6,NON_DUBLIN
Meath,395000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Cork,18666.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Offaly,270000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Westmeath,239000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Kildare,590000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Dublin,385523.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN_OTHER
Offaly,166000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,DUBLIN15
Waterford,120000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,252000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN_OTHER
Meath,312775.0,No,Yes,New Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,359386.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN15
Wicklow,279000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Galway,312500.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Donegal,122000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Meath,400000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Westmeath,225000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Mayo,35000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,4,NON_DUBLIN
Limerick,240000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Meath,325991.2,No,Yes,New Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,DUBLIN_OTHER
Carlow,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,NON_DUBLIN
Wexford,290000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,NON_DUBLIN
Meath,308370.05,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Donegal,200000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Sligo,73125.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Kerry,58500.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Limerick,191000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,2022,5,NON_DUBLIN
Sligo,230000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,2022,10,NON_DUBLIN
Tipperary,140000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Wicklow,225000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,NON_DUBLIN
Dublin,455000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,DUBLIN_OTHER
Kildare,165000.0,No,No,Second-Hand Dwelling house /Apartment,2022,3,NON_DUBLIN
Westmeath,285000.0,No,No,Second-Hand Dwelling house /Apartment,2022,1,NON_DUBLIN
Kildare,300000.0,Yes,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Waterford,380000.0,No,No,Second-Hand Dwelling house /Apartment,2022,8,NON_DUBLIN
Dublin,448000.0,No,No,Second-Hand Dwelling house /Apartment,2022,7,DUBLIN_OTHER
Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Clare,234099.84,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Wicklow,340000.0,No,Yes,New Dwelling house /Apartment,2022,12,NON_DUBLIN
Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,2022,2,NON_DUBLIN
Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,2022,6,DUBLIN13
Leitrim,133000.0,No,No,Second-Hand Dwelling house /Apartment,2022,12,NON_DUBLIN
Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,2022,11,DUBLIN14
Meath,251101.31,No,Yes,New Dwelling house /Apartment,2022,2,NON_DUBLIN
